CAKE OF FORTUNE,0x07694c31d496290632defe3bc048c82b20b28036,BSC
Gold Grinder 2.0,0x6ddba3381663431ce6c34874a9875b995788008b,BSC
Block Rewards,0x7785035610075ec7bcd7c833b03996e866fe0072,BSC
Ape Mines,0xc51fb45c6497231772ba133b8011a999b1cb759a,BSC
F&F MinerRace,0x582eF5a3BBe0ab862d9704b4584E7EB9bdc068e1,BSC
MetaRevo,0x41c0fff85f53da07b373237c5149d5a06b880701,BSC
BUSD miner,0x2Fd316B950035D4c5c50A76EdD009EB8EfA48eBD,BSC
BNB Pirates,0x2e62Ae1618e19E6bf7Fa167E869823F331585650,BSC
BNB Captain,0x4C0EF2b27c793c0Dda07CDF7A8f32093E53904cC,BSC
BNB Ultra,0x87577f0b6694be2e35d9b8ae852bbbdb3a0344d2,BSC
JellyBeanBag,0x3238DAE5cD500Ec7f6502EDb19FE15E3095FEf9d,BSC
USDT MINER,0x5a3503b609111978d1f5ef7b0ed42f73916e26fa,BSC
Miracle BUSD Gems ROI Miner,0xdf39205c9503c9217c8a139703636540595740f9,BSC
ADA Pirates,0xA46C5E422361634F72c4fe10aCa4d18e7a390F2b,BSC
Bean Machine,0x53aE8D13434c8Fa5e30c0b3b73bD32DaDaD79255,BSC
stable busd,0x38EB54Ba37ad1B9C45FEb4d03e46c42cc7f90536,BSC
The BNB Crops Farmer,0x35b182cbb67688b20a5fc393bee5e83c1cb4c8c0,BSC
BNBeats,0xde875e515296423f3872e709d7520df78fd3035b,BSC
Baked Pizza,0xaef10dd120e79f60d61048c306b7379c21d56a38,BSC
FinToCh BNB,0x867CEe98A34130148EE7ba87Cf2f609b55eE23ae,BSC
Matrix Pro,0xac2faCfD2C3f8B70b67Ca8Bb9b12F7BC7aBA65F7,BSC
Staker Cafe,0xa06411Af90C84fa9Ba4168CC08D8618A602826ba,BSC
TrueFund,0x24303F9A288055181fF62A57ae719770087846C2,BSC
Eternal Finance,0xB6A0Ad1C6C2E1E158026a2b5F8Ce2e8aCacFFA95,BSC
Milkyway,0x11F814bf948c1e0726c738c6d42fA7234f32b6E8,BSC
Satozhi,0xf4341fA52669cea0c1836095529A7E9B04b8b88D,BSC
PunkPanda,0xee246aa7e2ecf136466c6fe4808f395861c6a04e,BSC
Yeetoshi Minter Machina,0xE5F890B1a48760bd20AAb8e20AEcc7216b7eF211,BSC
Splinterlands,0x1633b7157e7638c4d6593436111bf125ee74703f,BSC
Yuzumax,0x5318Ae72F0080d2de2fD3E9E39b4066F1D759E5D,BSC
Floki CEO,0x45289007706E7Ee7B42b1fA506661d97740Edfb4,BSC
Solar Techno Alliance,0x4d1e90ab966ae26c778b2f9f365aa40abb13f53c,BSC
BNBTiger,0xac68931b666e086e9de380cfdb0fb5704a35dc2d,BSC
baby bnb tiger,0x5a04565ee1c90c84061ad357ae9e2f1c32d57dc6,BSC
Empire DEX,0xC84D8d03aA41EF941721A4D77b24bB44D7C7Ac55,BSC
Terkehh,0x53035e4e14fb3f82c02357b35d5cc0c5b53928b4,BSC
Libera Financial,0x3a806a3315e35b3f5f46111adb6e2baf4b14a70d,BSC
Cryptoz NFT,0x8a0c542ba7bbbab7cf3551ffcc546cdc5362d2a1,BSC
Balance Network,0x5Cf8eA4278f689B301C4a17DdCa9D5ec8b0B0511,BSC
DogeBets,0x00c3b3e90f2c960d711891b3bd57917c7acf4b15,BSC
BNB Casino,0xe2e912F0b1b5961be7CB0D6dbb4A920ACe06Cd99,BSC
HedgePay,0xc75aa1fa199eac5adabc832ea4522cff6dfd521a,BSC
Avarice,0x3f3f162e8F172fB681a4Fe9BE187B0FF21fE0734,BSC
BNB Daily Finance,0xbecFD0BB03B34D973c0eE577d20A7F363A0E2094,BSC
AI Trader,0x2e84c076c83bdcbe586be6effe2c941a24e291a7,BSC
Glutech,0x995cfE03cB93C68a8919E43Fec205941c2a88893,BSC
Snyper Fund,0x40755d50d6af0b5955a7491d6a5da94535c26382,BSC
Poop,0x00000065cBADeAD116136940b302F938284f2BDc,BSC
Reward Capital,0x5C59D534b4c1e6992645C4041815CAa9881Eb00F,BSC
Wizardly,0x621effe756ea258db26c9c5c3e2fe5583a469870,Cronos
Cromatoes Greenhouse Ponzi,0x7378fd30daDf1324076D107A52F49850578b2215,Cronos
CROBeansMiner,0x7e42F38549AE5B181D985a2a601E1BD44B56319f,Cronos
Polygon Matic Miner,0x68287da89d5b27d5549c742e0ed1af1bcd80be10,Polygon
Baked Onions MATIC,0xbbCfb4954f12b29B1F823DF892F547cD17cba2f5,Polygon
Retro DeFi,0x40038c83e459937a988b669f1159cc78d8fdad68,Polygon
Redluna,0x376c4773c3280a8f029aeb674acafdce9b20d26b,BSC
Thoreum,0x580dE58c1BD593A43DaDcF0A739d504621817c05,BSC
Blue Bird,0x1CD4C653C8a8775e26cc14Ab30A52bC12b3D7fd2,BSC
Planet9,0xf9c11c2b651212b707f12082fa3f438f719f75b2,BSC
ArtemisX,0x8284a4f75ed5cc56e0107a345bab682ed3a95be6,BSC
BTCBullDog,0xca3a0f6f8ad3391d7e3b3bc003b8bf23d538d97b,BSC
BTCBullDog,0x337156242FA1FC88C4C5c39Ff4d875EAAD9b10Df,ETH
BTCBullDog,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,BSC
Dinosaur Eggs,0x9a78649501bbaac285ea4187299471b7ad4abd35,BSC
BRN Metaverse,0x926ecC7687fCFB296E97a2b4501F41A6f5F8C214,BSC
